Series	Contract No.	BuySell	Contract	Price	Premium Amount	Brokerage Fee	VAT	WH	Charge Amount   Date  
S50H19	SH-00592	S	5	1,101.60	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00593	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00594	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00595	S	2	1,101.60	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00596	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00597	S	2	1,101.60	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00598	S	5	1,101.60	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00599	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00600	S	5	1,101.60	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00601	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00602	S	2	1,101.60	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00603	S	3	1,101.60	0.00	51.30	3.59	0.00	54.89
S50H19	SH-00604	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00605	S	2	1,101.60	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00606	S	1	1,101.60	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00607	B	18	1,102.30	0.00	307.80	21.55	0.00	329.35
S50H19	BH-00608	B	1	1,102.30	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00609	B	1	1,102.30	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00610	B	10	1,102.30	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00611	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00612	B	2	1,102.20	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00613	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00614	B	2	1,102.20	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00615	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00616	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00617	B	5	1,102.20	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00618	B	3	1,102.20	0.00	51.30	3.59	0.00	54.89
S50H19	BH-00619	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00620	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00621	B	1	1,102.20	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00622	B	1	1,102.20	0.00	17.10	1.15	0.00	18.25
S50H19C1075	BU-00623	B	1	38.00	-7,600.00	35.10	2.46	0.00	37.56
S50H19C1075	BU-00624	B	1	38.00	-7,600.00	35.10	2.46	0.00	37.56
S50H19C1075	BU-00625	B	1	38.00	-7,600.00	35.10	2.46	0.00	37.56
S50H19C1075	BU-00626	B	1	38.00	-7,600.00	35.10	2.46	0.00	37.56
S50H19C1075	BU-00627	B	2	38.20	-15,280.00	70.20	4.91	0.00	75.11
S50H19C1075	BU-00628	B	13	38.20	-99,320.00	456.30	31.94	0.00	488.24
S50H19C1075	BU-00629	B	1	38.20	-7,640.00	35.10	2.46	0.00	37.56
S50H19C1100	SH-00630	S	2	21.50	8,600.00	70.20	4.91	0.00	75.11
S50H19C1100	SH-00631	S	1	21.50	4,300.00	35.10	2.46	0.00	37.56
S50H19C1100	SH-00632	S	17	21.50	73,100.00	596.70	41.77	0.00	638.47
S50H19C1125	SH-00633	S	7	10.70	14,980.00	245.70	17.20	0.00	262.90
S50H19C1125	SH-00634	S	9	10.70	19,260.00	315.90	22.11	0.00	338.01
S50H19C1125	SH-00635	S	4	10.70	8,560.00	140.40	9.82	0.00	150.22  07022019
S50H19	BU-00552	B	5	1,090.00	0.00	85.50	5.99	0.00	91.49
S50H19	SE-00553	S	5	1,097.50	0.00	85.50	5.98	0.00	91.48   08022019
S50H19	SH-00631	S	4	1,089.80	0.00	68.40	4.79	0.00	73.19
S50H19	SH-00632	S	1	1,089.80	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00633	S	2	1,089.80	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00634	S	1	1,089.80	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00635	S	2	1,089.80	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00636	B	1	1,086.70	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00637	B	1	1,086.70	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00638	B	3	1,086.70	0.00	51.30	3.59	0.00	54.89
S50H19	BU-00639	B	5	1,086.90	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00640	B	5	1,086.70	0.00	85.50	5.99	0.00	91.49
S50H19	SE-00641	S	5	1,087.30	0.00	85.50	5.99	0.00	91.49
S50H19	BU-00642	B	5	1,083.30	0.00	85.50	5.97	0.00	91.47   11022019
S50H19	SE-00442	S	5	1,086.30	0.00	85.50	5.99	0.00	91.49   1202209
S50H19	BU-00380	B	4	1,091.50	0.00	68.40	4.79	0.00	73.19
S50H19	BU-00381	B	1	1,091.50	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00382	B	1	1,091.50	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00383	B	5	1,091.50	0.00	85.50	5.99	0.00	91.49
S50H19	BU-00384	B	9	1,091.50	0.00	153.90	10.77	0.00	164.67
S50H19	BU-00385	B	23	1,091.00	0.00	393.30	27.53	0.00	420.83
S50H19	BU-00386	B	2	1,091.00	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00387	B	2	1,091.00	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00388	B	1	1,091.00	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00389	B	1	1,091.00	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00390	B	1	1,091.00	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00391	S	1	1,094.70	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00392	S	1	1,094.70	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00393	S	1	1,094.70	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00394	S	10	1,094.70	0.00	171.00	11.97	0.00	182.97
S50H19	SE-00395	S	1	1,094.70	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00396	S	11	1,094.70	0.00	188.10	13.17	0.00	201.27
S50H19	SE-00397	S	5	1,096.00	0.00	85.50	5.99	0.00	91.49
S50H19	SE-00398	S	5	1,096.00	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00399	S	8	1,094.50	0.00	136.80	9.58	0.00	146.38
S50H19	SH-00400	S	1	1,094.50	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00401	S	2	1,094.50	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00402	S	1	1,094.50	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00403	S	5	1,094.50	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00404	S	2	1,094.50	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00405	S	1	1,094.50	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00406	S	5	1,095.10	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00407	S	10	1,095.90	0.00	171.00	11.97	0.00	182.97
S50H19	SH-00408	S	5	1,096.10	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00409	B	20	1,098.00	0.00	342.00	23.89	0.00	365.89  13022019
S50H19	SH-00338	S	3	1,094.50	0.00	51.30	3.59	0.00	54.89
S50H19	SH-00339	S	12	1,094.50	0.00	205.20	14.36	0.00	219.56
S50H19	BU-00340	B	3	1,093.50	0.00	51.30	3.59	0.00	54.89
S50H19	BU-00341	B	2	1,093.50	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00342	B	1	1,093.50	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00343	B	2	1,093.50	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00344	B	1	1,093.50	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00345	B	1	1,093.50	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00346	B	2	1,093.50	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00347	B	2	1,093.50	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00348	B	1	1,093.50	0.00	17.10	1.21	0.00	18.31   14022019
S50H19	SH-00516	S	1	1,083.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00517	S	16	1,083.00	0.00	273.60	19.15	0.00	292.75
S50H19	SH-00518	S	2	1,083.00	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00519	S	1	1,083.00	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00520	B	2	1,084.50	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00521	B	15	1,084.50	0.00	256.50	17.96	0.00	274.46
S50H19	BH-00522	B	1	1,084.50	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00523	B	2	1,084.50	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00524	B	5	1,084.50	0.00	85.50	5.99	0.00	91.49   18022019
S50H19	BU-00643	B	1	1,084.80	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00644	B	4	1,084.80	0.00	68.40	4.79	0.00	73.19
S50H19	SE-00645	S	5	1,090.00	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00646	S	1	1,090.30	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00647	S	1	1,090.50	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00648	B	2	1,089.00	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00649	S	2	1,090.00	0.00	34.20	2.39	0.00	36.59
S50H19	BU-00650	B	2	1,087.50	0.00	34.20	2.39	0.00	36.59   20022019
S50H19	SH-00326	S	5	1,090.00	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00327	S	5	1,090.00	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00328	S	10	1,092.20	0.00	171.00	11.96	0.00	182.96  21020219
S50H19	SH-00459	S	2	1,090.70	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00460	S	2	1,090.70	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00461	S	5	1,090.70	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00462	S	21	1,090.70	0.00	359.10	25.14	0.00	384.24
S50H19	BH-00463	B	10	1,098.70	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00464	B	1	1,098.70	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00465	B	5	1,098.70	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00466	B	4	1,098.70	0.00	68.40	4.79	0.00	73.19
S50H19	BH-00467	B	1	1,098.80	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00468	B	1	1,098.80	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00469	B	3	1,098.80	0.00	51.30	3.59	0.00	54.89
S50H19	BH-00470	B	5	1,098.80	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00471	B	3	1,099.00	0.00	51.30	3.59	0.00	54.89
S50H19	BH-00472	B	2	1,099.00	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00473	B	2	1,099.00	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00474	B	1	1,099.00	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00475	B	5	1,099.00	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00476	B	1	1,099.00	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00477	B	1	1,099.00	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00478	B	2	1,099.00	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00479	B	2	1,099.00	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00480	B	1	1,099.00	0.00	17.10	1.18	0.00	18.28
S50H19C1075	SH-00481	S	4	33.00	26,400.00	140.40	9.83	0.00	150.23
S50H19C1075	SH-00482	S	1	33.00	6,600.00	35.10	2.46	0.00	37.56
S50H19C1100	BH-00483	B	1	17.10	-3,420.00	35.10	2.46	0.00	37.56
S50H19C1100	BH-00484	B	3	17.10	-10,260.00	105.30	7.37	0.00	112.67
S50H19C1100	BH-00485	B	10	17.20	-34,400.00	351.00	24.57	0.00	375.57
S50H19C1100	BH-00486	B	6	17.20	-20,640.00	210.60	14.74	0.00	225.34
S50H19C1125	BH-00487	B	2	7.00	-2,800.00	70.20	4.91	0.00	75.11
S50H19C1125	BH-00488	B	15	7.00	-21,000.00	526.50	36.86	0.00	563.36
S50H19C1125	BH-00489	B	2	7.00	-2,800.00	70.20	4.91	0.00	75.11
S50H19C1125	BH-00490	B	1	7.00	-1,400.00	35.10	2.46	0.00	37.56
S50H19P1025	BH-00491	B	5	2.00	-2,000.00	175.50	12.29	0.00	187.79
S50H19P1025	BH-00492	B	10	2.00	-4,000.00	351.00	24.57	0.00	375.57
S50H19P1025	BH-00493	B	5	2.00	-2,000.00	175.50	12.29	0.00	187.79
S50H19P1075	BU-00494	B	3	7.00	-4,200.00	105.30	7.37	0.00	112.67
S50H19P1075	BU-00495	B	7	7.00	-9,800.00	245.70	17.20	0.00	262.90
S50H19P1075	BU-00496	B	1	7.00	-1,400.00	35.10	2.46	0.00	37.56
S50H19P1075	BU-00497	B	1	7.00	-1,400.00	35.10	2.46	0.00	37.56
S50H19P1075	BU-00498	B	5	7.00	-7,000.00	175.50	12.29	0.00	187.79
S50H19P1075	BU-00499	B	3	7.00	-4,200.00	105.30	7.37	0.00	112.67
S50H19P1075	BU-00500	B	10	7.00	-14,000.00	351.00	24.57	0.00	375.57
S50H19P1075	BU-00501	B	4	7.00	-5,600.00	140.40	9.83	0.00	150.23
S50H19P1075	BU-00502	B	2	7.00	-2,800.00	70.20	4.91	0.00	75.11
S50H19P1075	BU-00503	B	4	7.00	-5,600.00	140.40	9.83	0.00	150.23
S50H19P1100	BH-00504	B	2	22.50	-9,000.00	70.20	4.91	0.00	75.11   22022019
S50H19	SH-00350	S	2	1,110.00	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00351	S	3	1,110.00	0.00	51.30	3.59	0.00	54.89
S50H19	SH-00352	S	3	1,110.10	0.00	51.30	3.59	0.00	54.89
S50H19	SH-00353	S	1	1,110.10	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00354	S	1	1,110.10	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00355	S	10	1,110.30	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00356	B	18	1,111.30	0.00	307.80	21.55	0.00	329.35
S50H19	BH-00357	B	2	1,109.50	0.00	34.20	2.39	0.00	36.59
S50H19C1125	BH-00358	B	8	9.30	-14,880.00	280.80	19.66	0.00	300.46
S50H19C1125	BH-00359	B	5	9.30	-9,300.00	175.50	12.29	0.00	187.79
S50H19C1125	BH-00360	B	2	9.30	-3,720.00	70.20	4.91	0.00	75.11
S50H19P1000	BH-00361	B	5	0.80	-800.00	175.50	12.29	0.00	187.79
S50H19P1050	SE-00362	S	10	2.00	4,000.00	351.00	24.57	0.00	375.57
S50H19P1075	SE-00363	S	1	4.50	900.00	35.10	2.46	0.00	37.56
S50H19P1075	SE-00364	S	10	4.50	9,000.00	351.00	24.57	0.00	375.57
S50H19P1075	SE-00365	S	1	4.50	900.00	35.10	2.46	0.00	37.56
S50H19P1075	SE-00366	S	15	4.50	13,500.00	526.50	36.86	0.00	563.36
S50H19P1075	SE-00367	S	13	4.50	11,700.00	456.30	31.94	0.00	488.24  25022019
S50H19	SH-00482	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00483	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00484	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00485	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00486	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00487	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00488	S	3	1,105.00	0.00	51.30	3.59	0.00	54.89
S50H19	SH-00489	S	4	1,105.00	0.00	68.40	4.79	0.00	73.19
S50H19	SH-00490	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00491	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00492	S	2	1,105.00	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00493	S	2	1,105.00	0.00	34.20	2.39	0.00	36.59
S50H19	SH-00494	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00495	S	7	1,106.00	0.00	119.70	8.38	0.00	128.08
S50H19	SH-00496	S	3	1,106.00	0.00	51.30	3.59	0.00	54.89
S50H19	SH-00497	S	10	1,106.00	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00498	B	1	1,105.10	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00499	B	5	1,105.10	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00500	B	10	1,105.10	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00501	B	10	1,105.10	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00502	B	1	1,105.10	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00503	B	5	1,105.10	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00504	B	1	1,105.10	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00505	B	2	1,105.10	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00506	B	5	1,105.20	0.00	85.50	5.95	0.00	91.45   26022019
S50H19	SH-00467	S	5	1,104.50	0.00	85.50	5.99	0.00	91.49
S50H19	SH-00468	S	15	1,103.50	0.00	256.50	17.96	0.00	274.46
S50H19	BH-00469	B	9	1,103.30	0.00	153.90	10.77	0.00	164.67
S50H19	BH-00470	B	5	1,103.30	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00471	B	1	1,103.30	0.00	17.10	1.19	0.00	18.29   27022019
S50H19	SH-00560	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00561	S	1	1,105.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00562	S	13	1,105.00	0.00	222.30	15.56	0.00	237.86
S50H19	BH-00563	B	5	1,094.50	0.00	85.50	5.99	0.00	91.49
S50H19	BH-00564	B	5	1,094.30	0.00	85.50	5.98	0.00	91.48   28022019
S50H19	BU-00647	B	10	1,095.60	0.00	171.00	11.97	0.00	182.97
S50H19	BU-00648	B	5	1,094.90	0.00	85.50	5.99	0.00	91.49
S50H19	BU-00649	B	15	1,095.00	0.00	256.50	17.96	0.00	274.46
S50H19	BU-00650	B	3	1,092.90	0.00	51.30	3.59	0.00	54.89
S50H19	BU-00651	B	3	1,092.90	0.00	51.30	3.59	0.00	54.89
S50H19	BU-00652	B	1	1,092.90	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00653	B	1	1,092.90	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00654	B	1	1,092.90	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00655	B	1	1,092.90	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00656	S	5	1,088.60	0.00	85.50	5.99	0.00	91.49
S50H19	SE-00657	S	1	1,088.60	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00658	S	24	1,088.60	0.00	410.40	28.70	0.00	439.10  01032019
S50H19	BU-00579	B	9	1,085.90	0.00	153.90	10.77	0.00	164.67
S50H19	BU-00580	B	1	1,085.90	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00581	B	10	1,085.50	0.00	171.00	11.97	0.00	182.97
S50H19	SE-00582	S	13	1,086.60	0.00	222.30	15.56	0.00	237.86
S50H19	SE-00583	S	1	1,086.60	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00584	S	1	1,086.60	0.00	17.10	1.20	0.00	18.30
S50H19	BU-00585	B	5	1,083.00	0.00	85.50	5.99	0.00	91.49
S50H19	BU-00586	B	10	1,083.00	0.00	171.00	11.96	0.00	182.96  04032019
S50H19P1075	SH-00610	S	4	10.80	8,640.00	140.40	9.83	0.00	150.23
S50H19P1075	SH-00611	S	1	10.80	2,160.00	35.10	2.46	0.00	37.56   05032019
S50H19	SE-00689	S	1	1,083.30	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00690	S	1	1,083.30	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00691	S	2	1,083.30	0.00	34.20	2.39	0.00	36.59
S50H19	SE-00692	S	1	1,083.30	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00693	S	1	1,083.30	0.00	17.10	1.20	0.00	18.30
S50H19	SE-00694	S	4	1,083.30	0.00	68.40	4.78	0.00	73.18   07032019
S50H19	SH-00518	S	14	1,080.00	0.00	239.40	16.76	0.00	256.16
S50H19	SH-00519	S	1	1,080.00	0.00	17.10	1.20	0.00	18.30
S50H19	SH-00520	S	15	1,080.00	0.00	256.50	17.96	0.00	274.46
S50H19	SH-00521	S	20	1,081.00	0.00	342.00	23.94	0.00	365.94
S50H19	BH-00522	B	1	1,078.50	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00523	B	1	1,078.50	0.00	17.10	1.20	0.00	18.30
S50H19	BH-00524	B	2	1,078.50	0.00	34.20	2.39	0.00	36.59
S50H19	BH-00525	B	10	1,078.50	0.00	171.00	11.97	0.00	182.97
S50H19	BH-00526	B	1	1,078.50	0.00	17.10	1.20	0.00	18.30
